icd9_code,short_title,long_title
66554,Inj pelv org NEC-postpar,"Other injury to pelvic organs, postpartum condition or complication"
99809,"Postop shock, other","Postoperative shock, other"
90225,Inj super mesenteric art,Injury to superior mesenteric artery (trunk)
V8389,Genetic carrier stat NEC,Other genetic carrier status
V1505,Hx-other food allergy,Allergy to other foods
6982,Prurigo,Prurigo
E8554,Acc poisn-anticholinerg,Accidental poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
E9274,Cumltv trma-repetv impct,Cumulative trauma from repetitive impact
71533,Loc osteoart NOS-forearm,"Osteoarthrosis, localized, not specified whether primary or secondary, forearm"
9116,Foreign body trunk,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
94504,Burn NOS lower leg,Burn of unspecified degree of lower leg
E9335,Adv eff vitamins NEC,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use"
E976,Legal intervention NOS,Injury due to legal intervention by unspecified means
29522,Catatonia-chronic,"Catatonic type schizophrenia, chronic"
99585,Oth adult abuse/neglect,Other adult abuse and neglect
0329,Diphtheria NOS,"Diphtheria, unspecified"
8940,Open wound of leg NEC,"Multiple and unspecified open wound of lower limb, without mention of complication"
27501,Heredit hemochromatosis,Hereditary hemochromatosis
73329,Bone cyst NEC,Other bone cyst
34701,Narcolepsy w cataplexy,"Narcolepsy, with cataplexy"
85204,Subarach hem-prolng coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
51633,Acute interstitial pneum,Acute interstitial pneumonitis
36800,Amblyopia NOS,"Amblyopia, unspecified"
3759,Lacrimal syst dis NOS,Unspecified disorder of lacrimal system
53130,Acute stomach ulcer NOS,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction"
13109,Urogenital trichomon NEC,Other urogenital trichomoniasis
36859,Color deficiency NEC,Other color vision deficiencies
5735,Hepatopulmonary syndrome,Hepatopulmonary syndrome
23874,Myelodyspls syn w 5q del,Myelodysplastic syndrome with 5q deletion
37853,Fourth nerve palsy,Fourth or trochlear nerve palsy
9592,Shldr/upper arm inj NOS,Shoulder and upper arm injury
78033,Post traumatic seizures,Post traumatic seizures
99802,"Postop shock, septic","Postoperative shock, septic"
E0020,Swimming,Activities involving swimming
5244,Malocclusion NOS,"Malocclusion, unspecified"
33900,Cluster headache syn NOS,"Cluster headache syndrome, unspecified"
84509,Sprain of ankle NEC,Other sprains and strains of ankle
3612,Serous retina detachment,Serous retinal detachment
0038,Salmonella infection NEC,Other specified salmonella infections
96972,Poisoning by amphetamine,Poisoning by amphetamines
E8740,Instrmnt fail in surgery,Mechanical failure of instrument or apparatus during surgical operation
94320,2nd deg burn arm NOS,"Blisters, epidermal loss [second degree] of upper limb, unspecified site"
E8735,Wrng temp in applic/pack,Inappropriate [too hot or too cold] temperature in local application and packing
80171,Opn skl base fx w/o coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
99982,Extravasn vesicant NEC,Extravasation of other vesicant agent
9165,Insect bite hip/leg-inf,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected"
E9064,Nonvenom arthropod bite,Bite of nonvenomous arthropod
45350,Ch DVT/embl low ext NOS,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity
64904,Tobacco use dis-postpart,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
53013,Eosinophilic esophagitis,Eosinophilic esophagitis
E0000,Civilian activity-income,Civilian activity done for income or pay
83300,Disloc wrist NOS-closed,"Closed dislocation of wrist, unspecified part"
81313,Monteggia's fx-open,Open Monteggia's fracture
38922,"Mixed hearing loss,bilat","Mixed hearing loss, bilateral"
27941,Autoimmun lymphprof synd,Autoimmune lymphoproliferative syndrome
7571,Ichthyosis congenita,Ichthyosis congenita
71855,Ankylosis-pelvis,"Ankylosis of joint, pelvic region and thigh"
5518,"Hernia, site NEC w gangr","Hernia of other specified sites, with gangrene"
59689,Disorders of bladder NEC,Other specified disorders of bladder
80129,Cl skull base fx-concuss,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
1515,Mal neo stom lesser curv,"Malignant neoplasm of lesser curvature of stomach, unspecified"
55000,Unilat ing hernia w gang,"Inguinal hernia, with gangrene, unilateral or unspecified (not specified as recurrent)"
33381,Blepharospasm,Blepharospasm
0039,Salmonella infection NOS,"Salmonella infection, unspecified"
64263,Eclampsia-antepartum,"Eclampsia, antepartum condition or complication"
72879,Fibromatoses NEC,"Other fibromatoses of muscle, ligament, and fascia"
52310,"Chronc gingititis,plaque","Chronic gingivitis, plaque induced"
27403,Chr gouty atroph w tophi,Chronic gouty arthropathy with tophus (tophi)
67014,Puerp endomet-postpart,"Puerperal endometritis, postpartum condition or complication"
99971,Rh incomp/HTR NEC,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed
3091,Prolong depressive react,Prolonged depressive reaction
2358,Unc behav neo pleura,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
27502,Hemochromatos-rbc trans,Hemochromatosis due to repeated red blood cell transfusions
4749,Chr T & A dis NOS,Unspecified chronic disease of tonsils and adenoids
9074,Lt eff nerv inj shld/arm,Late effect of injury to peripheral nerve of shoulder girdle and upper limb
85401,Brain injury NEC-no coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness"
1461,Mal neo tonsillar fossa,Malignant neoplasm of tonsillar fossa
56971,Pouchitis,Pouchitis
78960,Abdmnal tndr unspcf site,"Abdominal tenderness, unspecified site"
28411,Antin chemo indcd pancyt,Antineoplastic chemotherapy induced pancytopenia
38619,Peripheral vertigo NEC,Other peripheral vertigo
71235,Chondrocalcin NOS-pelvis,"Chondrocalcinosis, unspecified, pelvic region and thigh"
7335,Osteitis condensans,Osteitis condensans
28244,Beta thalassemia,Beta thalassemia
53191,Stomach ulcer NOS-obstr,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
20278,Periph T cell lym multip,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
85316,Brain hem open-coma NOS,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
32372,Toxic myelitis,Toxic myelitis
95919,Trunk injury-sites NEC,Other injury of other sites of trunk
E0026,Water ski/wake boarding,Activities involving water skiing and wake boarding
E9386,Adv eff nerve-block anes,Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use
7816,Meningismus,Meningismus
80150,Open skull base fracture,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness"
80234,Fx ramus NOS-open,"Open fracture of mandible, ramus, unspecified"
40210,Benign hyp ht dis w/o hf,Benign hypertensive heart disease without heart failure
20780,Oth leuk w/o achv rmsn,"Other specified leukemia, without mention of having achieved remission"
69512,Erythema multiforme maj,Erythema multiforme major
V4985,Dual sensory impairment,Dual sensory impairment
E8169,Loss control mv-pers NOS,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person"
V6141,Alcoholism in family,Alcoholism in family
1951,Malign neopl thorax,Malignant neoplasm of thorax
71666,Monoarthritis NOS-l/leg,"Unspecified monoarthritis, lower leg"
V861,Estrogen recep neg stat,Estrogen receptor negative status [ER-]
34442,Mnplg upr lmb nondmnt sd,Monoplegia of upper limb affecting nondominant sde
40511,Benign renovasc hyperten,Benign renovascular hypertension
81610,"Fx phalanx, hand NOS-opn","Open fracture of phalanx or phalanges of hand, unspecified"
8364,Dislocation patella-open,"Dislocation of patella, open"
86384,Pancreas injury NOS-clos,"Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity"
8461,Sprain sacroiliac,Sprain of sacroiliac ligament
V5410,Aftrcre traum fx arm NOS,"Aftercare for healing traumatic fracture of arm, unspecified"
24980,Sec DM oth nt st uncontr,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified"
9122,Blister shoulder & arm,"Blister of shoulder and upper arm, without mention of infection"
78724,"Dysphagia,pharyngoesoph","Dysphagia, pharyngoesophageal phase"
52330,Aggres periodontitis NOS,"Aggressive periodontitis, unspecified"
30440,Amphetamin depend-unspec,"Amphetamine and other psychostimulant dependence, unspecified"
83907,Disloc 7th cerv vert-cl,"Closed dislocation, seventh cervical vertebra"
1952,Malig neo abdomen,Malignant neoplasm of abdomen
4376,Nonpyogen thrombos sinus,Nonpyogenic thrombosis of intracranial venous sinus
20205,Nodular lymphoma inguin,"Nodular lymphoma, lymph nodes of inguinal region and lower limb"
1516,Mal neo stom great curv,"Malignant neoplasm of greater curvature of stomach, unspecified"
44409,Ot art emb/thrm abd aort,Other arterial embolism and thrombosis of abdominal aorta
7246,Disorders of sacrum,Disorders of sacrum
9252,Crush inj neck,Crushing injury of neck
E9854,Undeter circ-firearm NEC,"Injury by other and unspecified firearm, undetermined whether accidentally or purposely inflicted"
E030,Activity NOS,Unspecified activity
45374,Ch emblsm axillary veins,Chronic venous embolism and thrombosis of axillary veins
45371,Ch emblsm suprfcl up ext,Chronic venous embolism and thrombosis of superficial veins of upper extremity
83309,Disloc wrist NEC-closed,"Closed dislocation of wrist, other"
42654,Trifascicular block,Trifascicular block
23331,Carcinoma in situ vagina,"Carcinoma in situ, vagina"
E9270,Overxrt-sudn stren mvmt,Overexertion from sudden strenuous movement
V568,"Dialysis encounter, NEC",Encounter for other dialysis
V143,Hx-anti-infect allergy,Personal history of allergy to other anti-infective agent
28851,Lymphocytopenia,Lymphocytopenia
E0008,Externl cause status NEC,Other external cause status
72709,Synovitis NEC,Other synovitis and tenosynovitis
71500,General osteoarthrosis,"Osteoarthrosis, generalized, site unspecified"
E0138,Personal hygiene NEC,Other personal hygiene activity
E0190,Walking an animal,Activities involving walking an animal
8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8407,Sup glenoid labrm lesion,Superior glenoid labrum lesion
7142,Syst rheum arthritis NEC,Other rheumatoid arthritis with visceral or systemic involvement
2823,Enzyme defic anemia NEC,Other hemolytic anemias due to enzyme deficiency
35922,Myotonia congenita,Myotonia congenita
37999,Ill-defined eye dis NEC,Other ill-defined disorders of eye
33384,Organic writers' cramp,Organic writers' cramp
08249,Ehrlichiosis NEC,Other ehrlichiosis
3342,Primary cerebellar degen,Primary cerebellar degeneration
8171,Multiple fx hand-open,Multiple open fractures of hand bones
9556,Injury digital nerve,"Injury to digital nerve, upper limb"
E0039,Ice and snow,Other activity involving ice and snow
30752,Pica,Pica
9747,Pois-uric acid metabol,Poisoning by uric acid metabolism drugs
20402,Act lymp leuk in relapse,"Acute lymphoid leukemia, in relapse"
64811,Thyroid dysfunc-deliver,"Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition"
55001,Recur unil ing hern-gang,"Inguinal hernia, with gangrene, unilateral or unspecified, recurrent"
1498,Mal neo oral/pharynx NEC,Malignant neoplasm of other sites within the lip and oral cavity
V1071,Hx-lymphosarcoma,Personal history of lymphosarcoma and reticulosarcoma
4481,"Nevus, non-neoplastic","Nevus, non-neoplastic"
E0089,"Sports,athletics NEC",Other specified sports and athletics activity
E8748,Instrmnt fail-proced NEC,Mechanical failure of instrument or apparatus during other specified procedures
20033,Margin zone lym abdom,"Marginal zone lymphoma, intraabdominal lymph nodes"
9773,Poison-alcohol deterrent,Poisoning by alcohol deterrents
56987,Vomiting of fecal matter,Vomiting of fecal matter
17322,Squam cell ca skin ear,Squamous cell carcinoma of skin of ear and external auditory canal
20078,Large cell lymph multip,"Large cell lymphoma, lymph nodes of multiple sites"
V536,Fitting urinary devices,Fitting and adjustment of urinary devices
75530,Reduction deform leg NOS,Unspecified reduction deformity of lower limb
81353,Fx distal ulna-open,Open fracture of distal end of ulna (alone)
80146,Cl skul base fx-coma NOS,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
83411,Disl metacarpophalan-opn,Open dislocation of metacarpophalangeal (joint)
79929,Emotional state sym NEC,Other signs and symptoms involving emotional state
80144,Cl skl base fx-prol coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level"
5235,Periodontosis,Periodontosis
27402,Chr gouty atrph wo tophi,Chronic gouty arthropathy without mention of tophus (tophi)
3885,Acoustic nerve disorders,Disorders of acoustic nerve
